trace_id,failure_mode,notes
synthetic_bc3dd8b5,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_85bd366f,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_64517cac,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_f80f3c98,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_77848934,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_d9335bdc,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_bdec9010,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_f4a94d4b,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_fb1cd5c0,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_72c862dd,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_d379d6f6,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_b8a2dd06,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_84195952,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_25b7d522,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_ffa0ed32,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_da46ff7e,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_aa70f403,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_715bdcba,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_dc3bb66c,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_80ec7dd8,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_50508b30,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_92733237,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_104295f7,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_f9389e47,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_ac8be82f,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_45a518b8,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_83754efa,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_9a197ff0,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_6ebbd59d,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_b90515ab,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_a435183b,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_25d3f380,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_42caff69,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_b043f101,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_d52345ec,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_a25fdb16,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_78f5bf28,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_fe74ad83,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_6641b34e,tool_misuse,Agent called a tool with malformed or unexpected arguments.
synthetic_48edac91,context_overflow,Trace exceeded the configured token threshold.
synthetic_118bdbc7,context_overflow,Trace exceeded the configured token threshold.
synthetic_b0ed4ecb,context_overflow,Trace exceeded the configured token threshold.
synthetic_b0446d89,context_overflow,Trace exceeded the configured token threshold.
synthetic_2bcc3f0a,context_overflow,Trace exceeded the configured token threshold.
synthetic_c6feda7b,context_overflow,Trace exceeded the configured token threshold.
synthetic_c1bb0cd6,context_overflow,Trace exceeded the configured token threshold.
synthetic_6736214e,context_overflow,Trace exceeded the configured token threshold.
synthetic_8b304cf3,context_overflow,Trace exceeded the configured token threshold.
synthetic_6b5a842e,context_overflow,Trace exceeded the configured token threshold.
synthetic_190e25b0,context_overflow,Trace exceeded the configured token threshold.
synthetic_e445c39d,context_overflow,Trace exceeded the configured token threshold.
synthetic_8b1dd1c2,context_overflow,Trace exceeded the configured token threshold.
synthetic_815816a6,context_overflow,Trace exceeded the configured token threshold.
synthetic_2c8d68ea,context_overflow,Trace exceeded the configured token threshold.
synthetic_7e736bbf,context_overflow,Trace exceeded the configured token threshold.
synthetic_512cbe7a,context_overflow,Trace exceeded the configured token threshold.
synthetic_4af7f629,context_overflow,Trace exceeded the configured token threshold.
synthetic_d6d3f025,context_overflow,Trace exceeded the configured token threshold.
synthetic_0700c984,context_overflow,Trace exceeded the configured token threshold.
synthetic_0f7a5201,context_overflow,Trace exceeded the configured token threshold.
synthetic_18041a66,context_overflow,Trace exceeded the configured token threshold.
synthetic_c2f4ce4f,context_overflow,Trace exceeded the configured token threshold.
synthetic_7221a103,context_overflow,Trace exceeded the configured token threshold.
synthetic_7b709e93,context_overflow,Trace exceeded the configured token threshold.
synthetic_9d6d65a9,context_overflow,Trace exceeded the configured token threshold.
synthetic_b58d2f72,context_overflow,Trace exceeded the configured token threshold.
synthetic_2bf59a70,context_overflow,Trace exceeded the configured token threshold.
synthetic_bdad1afa,context_overflow,Trace exceeded the configured token threshold.
synthetic_1d700e3a,context_overflow,Trace exceeded the configured token threshold.
synthetic_b4bd96e1,context_overflow,Trace exceeded the configured token threshold.
synthetic_fb038e30,context_overflow,Trace exceeded the configured token threshold.
synthetic_2084f7e4,context_overflow,Trace exceeded the configured token threshold.
synthetic_0d30cee8,context_overflow,Trace exceeded the configured token threshold.
synthetic_43565274,context_overflow,Trace exceeded the configured token threshold.
synthetic_51b5967b,context_overflow,Trace exceeded the configured token threshold.
synthetic_611e463b,context_overflow,Trace exceeded the configured token threshold.
synthetic_1e5c75aa,context_overflow,Trace exceeded the configured token threshold.
synthetic_292674b2,context_overflow,Trace exceeded the configured token threshold.
synthetic_aa343b5d,context_overflow,Trace exceeded the configured token threshold.
synthetic_a473bf01,context_overflow,Trace exceeded the configured token threshold.
synthetic_0b2672cf,context_overflow,Trace exceeded the configured token threshold.
synthetic_4d764290,context_overflow,Trace exceeded the configured token threshold.
synthetic_6174fd76,context_overflow,Trace exceeded the configured token threshold.
synthetic_c0c2bbe8,context_overflow,Trace exceeded the configured token threshold.
synthetic_26dbb418,context_overflow,Trace exceeded the configured token threshold.
synthetic_195f5b6a,context_overflow,Trace exceeded the configured token threshold.
synthetic_a6cdf46b,context_overflow,Trace exceeded the configured token threshold.
synthetic_0165f25a,context_overflow,Trace exceeded the configured token threshold.
synthetic_3f7f1e1b,context_overflow,Trace exceeded the configured token threshold.
synthetic_1dbed5fb,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_b37ecf77,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_af068163,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_f118c768,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_02deb6cc,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_ea9ef8c9,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_a5d271a9,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_b968f578,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_3b44504d,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_55ad6bd7,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_914a324a,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_8b5e72ac,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_ad43ffa7,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_e156ff12,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_73b07f17,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_a0db2ef4,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_8869cb0d,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_36351803,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_1ff51e63,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_6266eead,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_8a81389c,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_56b1af74,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_b990f0ef,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_3738538f,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_1f96e5bd,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_b1a05835,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_47c10ddb,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_72091f8a,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_e2ae3054,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_dc6e7deb,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_ab5d40a2,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_e67f574d,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_09c3b90c,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_81c8c03b,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_1bb49fac,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_4e755bf2,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_2df0d450,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_3d0ac853,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_d37fcb5b,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_b29ef415,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_6b2769c3,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_ca8b4ab1,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_0d545b12,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_af3a71d7,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_40ee1c48,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_bb827bdf,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_7d11e169,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_dad97b46,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_99ed3279,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_e7f57b27,prompt_injection,Tool output contained suspicious instruction-like text.
synthetic_d460c25a,hallucination,Agent output contained unsupported information.
synthetic_1ab00a9c,hallucination,Agent output contained unsupported information.
synthetic_a69be6c2,hallucination,Agent output contained unsupported information.
synthetic_c48ba3ee,hallucination,Agent output contained unsupported information.
synthetic_d066ac18,hallucination,Agent output contained unsupported information.
synthetic_caf4badf,hallucination,Agent output contained unsupported information.
synthetic_535d4b4d,hallucination,Agent output contained unsupported information.
synthetic_131d7d62,hallucination,Agent output contained unsupported information.
synthetic_36da5e8e,hallucination,Agent output contained unsupported information.
synthetic_03d56662,hallucination,Agent output contained unsupported information.
synthetic_27cad05d,hallucination,Agent output contained unsupported information.
synthetic_a6ed344d,hallucination,Agent output contained unsupported information.
synthetic_48a9cffb,hallucination,Agent output contained unsupported information.
synthetic_cd98e07a,hallucination,Agent output contained unsupported information.
synthetic_e6bdc676,hallucination,Agent output contained unsupported information.
synthetic_b67ef541,hallucination,Agent output contained unsupported information.
synthetic_1554a63d,hallucination,Agent output contained unsupported information.
synthetic_10c03675,hallucination,Agent output contained unsupported information.
synthetic_111e5846,hallucination,Agent output contained unsupported information.
synthetic_0772c947,hallucination,Agent output contained unsupported information.
synthetic_db606cd6,hallucination,Agent output contained unsupported information.
synthetic_5ac7b147,hallucination,Agent output contained unsupported information.
synthetic_15f1f0fb,hallucination,Agent output contained unsupported information.
synthetic_da5acf3d,hallucination,Agent output contained unsupported information.
synthetic_929d9432,hallucination,Agent output contained unsupported information.
synthetic_020efe2b,hallucination,Agent output contained unsupported information.
synthetic_3e413a36,hallucination,Agent output contained unsupported information.
synthetic_aad5115b,hallucination,Agent output contained unsupported information.
synthetic_d34079db,hallucination,Agent output contained unsupported information.
synthetic_f8ba543d,hallucination,Agent output contained unsupported information.
synthetic_0aa3aec4,hallucination,Agent output contained unsupported information.
synthetic_a5471a94,hallucination,Agent output contained unsupported information.
synthetic_9d0c889e,hallucination,Agent output contained unsupported information.
synthetic_56f092fb,hallucination,Agent output contained unsupported information.
synthetic_769c3c60,hallucination,Agent output contained unsupported information.
synthetic_3dbd0df0,hallucination,Agent output contained unsupported information.
synthetic_0c83f7cc,hallucination,Agent output contained unsupported information.
synthetic_2c30b303,hallucination,Agent output contained unsupported information.
synthetic_6808f171,hallucination,Agent output contained unsupported information.
synthetic_d219c8e9,hallucination,Agent output contained unsupported information.
synthetic_39694c71,hallucination,Agent output contained unsupported information.
synthetic_d05e4009,hallucination,Agent output contained unsupported information.
synthetic_fc523584,hallucination,Agent output contained unsupported information.
synthetic_6e091996,hallucination,Agent output contained unsupported information.
synthetic_eeb69ed4,hallucination,Agent output contained unsupported information.
synthetic_02902653,hallucination,Agent output contained unsupported information.
synthetic_47f93821,hallucination,Agent output contained unsupported information.
synthetic_a70c44c0,hallucination,Agent output contained unsupported information.
synthetic_d660d574,hallucination,Agent output contained unsupported information.
synthetic_f0259b77,hallucination,Agent output contained unsupported information.
synthetic_d391349a,intent_drift,Agent behavior deviated from the original goal.
synthetic_96df2f4c,intent_drift,Agent behavior deviated from the original goal.
synthetic_b11e1b6f,intent_drift,Agent behavior deviated from the original goal.
synthetic_b345e8a6,intent_drift,Agent behavior deviated from the original goal.
synthetic_a41f139f,intent_drift,Agent behavior deviated from the original goal.
synthetic_b8fd7865,intent_drift,Agent behavior deviated from the original goal.
synthetic_e47dfa4b,intent_drift,Agent behavior deviated from the original goal.
synthetic_4c28f1a5,intent_drift,Agent behavior deviated from the original goal.
synthetic_92daef0f,intent_drift,Agent behavior deviated from the original goal.
synthetic_61200b0a,intent_drift,Agent behavior deviated from the original goal.
synthetic_f67549ce,intent_drift,Agent behavior deviated from the original goal.
synthetic_5fe3140e,intent_drift,Agent behavior deviated from the original goal.
synthetic_53d8f3fa,intent_drift,Agent behavior deviated from the original goal.
synthetic_0aefee75,intent_drift,Agent behavior deviated from the original goal.
synthetic_42873905,intent_drift,Agent behavior deviated from the original goal.
synthetic_5cafa743,intent_drift,Agent behavior deviated from the original goal.
synthetic_73d31f0e,intent_drift,Agent behavior deviated from the original goal.
synthetic_4452fdf3,intent_drift,Agent behavior deviated from the original goal.
synthetic_0e2e5267,intent_drift,Agent behavior deviated from the original goal.
synthetic_3bc6a482,intent_drift,Agent behavior deviated from the original goal.
synthetic_e8b39d39,intent_drift,Agent behavior deviated from the original goal.
synthetic_88a4c14e,intent_drift,Agent behavior deviated from the original goal.
synthetic_e15ee0dd,intent_drift,Agent behavior deviated from the original goal.
synthetic_81027df2,intent_drift,Agent behavior deviated from the original goal.
synthetic_0ac8e498,intent_drift,Agent behavior deviated from the original goal.
synthetic_a16b9225,intent_drift,Agent behavior deviated from the original goal.
synthetic_4cf50ce3,intent_drift,Agent behavior deviated from the original goal.
synthetic_b632805a,intent_drift,Agent behavior deviated from the original goal.
synthetic_c9add635,intent_drift,Agent behavior deviated from the original goal.
synthetic_bb3c3e8c,intent_drift,Agent behavior deviated from the original goal.
synthetic_fe60fc5a,intent_drift,Agent behavior deviated from the original goal.
synthetic_34ab9f80,intent_drift,Agent behavior deviated from the original goal.
synthetic_b8eba886,intent_drift,Agent behavior deviated from the original goal.
synthetic_9568dc07,intent_drift,Agent behavior deviated from the original goal.
synthetic_7b8be84c,intent_drift,Agent behavior deviated from the original goal.
synthetic_2f41a6d4,intent_drift,Agent behavior deviated from the original goal.
synthetic_87cfdad7,intent_drift,Agent behavior deviated from the original goal.
synthetic_d2f14d80,intent_drift,Agent behavior deviated from the original goal.
synthetic_b874ae6a,intent_drift,Agent behavior deviated from the original goal.
synthetic_c50d9f6a,intent_drift,Agent behavior deviated from the original goal.
synthetic_853e69a3,intent_drift,Agent behavior deviated from the original goal.
synthetic_2da78a23,intent_drift,Agent behavior deviated from the original goal.
synthetic_04e9a64b,intent_drift,Agent behavior deviated from the original goal.
synthetic_f728bd3f,intent_drift,Agent behavior deviated from the original goal.
synthetic_83ba1602,intent_drift,Agent behavior deviated from the original goal.
synthetic_df33b495,intent_drift,Agent behavior deviated from the original goal.
synthetic_5d9bb509,intent_drift,Agent behavior deviated from the original goal.
synthetic_c3a9290b,intent_drift,Agent behavior deviated from the original goal.
synthetic_77cd930a,intent_drift,Agent behavior deviated from the original goal.
synthetic_4a3fb6ce,intent_drift,Agent behavior deviated from the original goal.
